HGNC.symbol	PROBEID
TRMT11	218877_s_at
LAT	211005_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
LAT	211005_at
LAT	209881_s_at
ARNTL	209824_s_at
ARNTL	210971_s_at
ARNTL	209824_s_at
ARNTL	210971_s_at
ARNTL	209824_s_at
ARNTL	210971_s_at
ARNTL	209824_s_at
ARNTL	210971_s_at
ARNTL	209824_s_at
ARNTL	210971_s_at
ARNTL	210971_s_at
ARNTL	209824_s_at
ARNTL	209824_s_at
KRT33B	207787_at
TMED5	1558814_s_at
TMED5	202195_s_at
TMED5	242263_at
TMED5	202194_at
TMED5	1558814_s_at
TMED5	202195_s_at
TMED5	202194_at
TMED5	202195_s_at
TMED5	1558814_s_at
TMED5	202195_s_at
TMED5	239283_at
C7orf43	220659_s_at
C7orf43	220659_s_at
C7orf43	220659_s_at
C7orf43	220659_s_at
C7orf43	220659_s_at
C7orf43	220659_s_at
C7orf43	220659_s_at
C7orf43	220659_s_at
ZDHHC12	226088_at
ZDHHC12	226088_at
ZDHHC12	226088_at
ZDHHC12	226088_at
ZDHHC12	226088_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	1556864_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
TCTN1	218584_at
MYCN	209757_s_at
MYCN	211377_x_at
MYCN	209756_s_at
TEX36	244789_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
ARFRP1	203174_s_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	215984_s_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	203174_s_at
IGDCC4	227870_at
IGDCC4	227870_at
IGDCC4	227870_at
TAS2R10	221397_at
TRIAP1	218403_at
TRIAP1	218403_at
CCDC174	1558094_s_at
CCDC174	1558094_s_at
CCDC174	225559_at
CCDC174	223787_s_at
CCDC174	1558094_s_at
CCDC174	225559_at
CCDC174	223787_s_at
CCDC174	1558094_s_at
CCDC174	223787_s_at
CCDC174	1558094_s_at
CCDC174	225559_at
CCDC174	223787_s_at
MLLT10	225992_at
MLLT10	1563321_s_at
MLLT10	216503_s_at
MLLT10	205408_at
MLLT10	216503_s_at
MLLT10	230122_at
MLLT10	225992_at
MLLT10	1563321_s_at
MLLT10	216503_s_at
MLLT10	205408_at
MLLT10	225992_at
MLLT10	1563321_s_at
MLLT10	216503_s_at
MLLT10	205408_at
MLLT10	216503_s_at
MLLT10	230122_at
MLLT10	216503_s_at
MLLT10	216503_s_at
MLLT10	216503_s_at
MLLT10	216503_s_at
MLLT10	216503_s_at
MLLT10	216506_x_at
MLLT10	216503_s_at
MLLT10	1563321_s_at
MLLT10	1563321_s_at
MLLT10	216503_s_at
MLLT10	230122_at
MLLT10	225992_at
MLLT10	1563321_s_at
MLLT10	216503_s_at
MLLT10	205408_at
ZSWIM5	232336_at
DOCK11	226875_at
DOCK11	238356_at
DOCK11	226875_at
DOCK11	238356_at
DOCK11	226875_at
DOCK11	226875_at
GPN3	218461_at
GPN3	218461_at
GPN3	218461_at
GPN3	218461_at
GPN3	218461_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
GHRL	223862_at
CIART	227285_at
CIART	227285_at
CIART	227285_at
CIART	227285_at
CIART	227285_at
CIART	227285_at
RRP8	203170_at
RRP8	203171_s_at
RRP8	203171_s_at
RRP8	203171_s_at
RRP8	203171_s_at
UGGT1	218257_s_at
UGGT1	222569_at
UGGT1	222568_at
UGGT1	218257_s_at
UGGT1	231968_at
UGGT1	222569_at
UGGT1	222568_at
UGGT1	244814_at
UGGT1	218257_s_at
UGGT1	218257_s_at
PRAC1	230784_at
CAPN11	207962_at
CAPN11	207962_at
PRAMEF27	217365_at
LINC00504	1553882_at
LINC00504	1553882_at
NDUFB11	218320_s_at
NDUFB11	218320_s_at
ALDOAP2	211617_at
SMC2	204240_s_at
SMC2	213253_at
SMC2	204240_s_at
SMC2	204240_s_at
SMC2	1559444_at
SMC2	204240_s_at
SMC2	213253_at
B3GAT1	219521_at
B3GAT1	219521_at
B3GAT1	219521_at
DIRC2	229213_at
DIRC2	226026_at
DIRC2	226026_at
ZCCHC13	1554210_at
PRSS23	202458_at
PRSS23	202458_at
PRSS23	226279_at
PRSS23	229441_at
PRSS23	229441_at
PRSS23	229441_at
OTUD4P1	203479_s_at
TTC39C	1552307_a_at
TTC39C	230747_s_at
TTC39C	1552307_a_at
TTC39C	230747_s_at
TTC39C	238480_at
TTC39C	1552307_a_at
TTC39C	1552307_a_at
REEP5	208873_s_at
REEP5	208872_s_at
REEP5	208872_s_at
REEP5	208872_s_at
REEP5	208872_s_at
REEP5	208872_s_at
REEP5	208872_s_at
PRORY	221179_at
LSAMP-AS1	237027_at
BZW1P2	200776_s_at
HIST1H2AB	208569_at
NBPF1	201104_x_at
NBPF1	212854_x_at
NBPF1	215434_x_at
NBPF1	215434_x_at
NBPF1	236273_at
NBPF1	201104_x_at
NBPF1	215434_x_at
RMI1	218979_at
FKBP1C	200709_at
FKBP1C	210186_s_at
RYK	216976_s_at
RYK	202853_s_at
RYK	214172_x_at
RYK	216976_s_at
RYK	202853_s_at
RYK	214172_x_at
RYK	216976_s_at
RYK	202853_s_at
RYK	214172_x_at
RYK	216976_s_at
RYK	202853_s_at
RYK	214172_x_at
LINC00561	1561287_at
CLDN20	1554812_at
CPA3	205624_at
CPA3	205624_at
C4orf36	1552919_at
C4orf36	1552919_at
C4orf36	1552919_at
C4orf36	1552919_at
C4orf36	1552919_at
C4orf36	1552919_at
C4orf36	1552919_at
C4orf36	1552919_at
HS6ST1P1	206997_s_at
WWTR1	202133_at
WWTR1	202134_s_at
WWTR1	202132_at
WWTR1	202134_s_at
WWTR1	202134_s_at
WWTR1	202134_s_at
WWTR1	202134_s_at
WWTR1	202134_s_at
DPY19L2P3	1557314_at
DPY19L2P3	1557314_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	226384_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	226384_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	223569_at
PLPP5	226384_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	226150_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	226150_at
PLPP5	223568_s_at
PLPP5	223569_at
PLPP5	226150_at
PLPP5	223568_s_at
PLPP5	226150_at
ABHD17AP6	221267_s_at
HSPA5	211936_at
HSPA5	230031_at
SLC25A2	224166_at
PHGDH	201397_at
PHGDH	201397_at
PHGDH	201397_at
ACRBP	230833_at
ACRBP	223717_s_at
ACRBP	223717_s_at
ACRBP	223718_at
ACRBP	223717_s_at
ACRBP	223718_at
ACRBP	230833_at
ACRBP	223717_s_at
ACRBP	223718_at
PARVA	217890_s_at
PARVA	222454_s_at
PARVA	222455_s_at
PARVA	215418_at
RIOK1	224450_s_at
RIOK1	224450_s_at
SAMMSON	1569544_at
PLEKHA8P1	220157_x_at
PLEKHA8P1	220157_x_at
USP22	200083_at
USP22	200083_at
USP22	220862_s_at
ARMCX1	218694_at
MAP3K6	219278_at
MAP3K6	1552631_a_at
MAP3K6	1552631_a_at
MAP3K6	219278_at
MAP3K6	229960_at
MAP3K6	1552631_a_at
MAP3K6	219278_at
MAP3K6	229960_at
MAP3K6	219278_at
MAP3K6	1552631_a_at
MAP3K6	219278_at
MAP3K6	229960_at
MAP3K6	1552631_a_at
MAP3K6	1552631_a_at
MCHR1	223855_s_at
MCHR1	221354_s_at
MCHR1	230498_at
MCHR1	223855_s_at
MCHR1	221354_s_at
MCHR1	230498_at
MCHR1	223855_s_at
MCHR1	221354_s_at
MCHR1	230498_at
MCHR1	223855_s_at
MCHR1	221354_s_at
ADCY5	228182_at
ANKEF1	222951_s_at
ANKEF1	220144_s_at
ANKEF1	222951_s_at
ANKEF1	220144_s_at
ANKEF1	222951_s_at
ANKEF1	220144_s_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
SLC9A6	203909_at
PTX3	206157_at
FBXL2	214436_at
FBXL2	214436_at
FBXL2	214436_at
FBXL2	214436_at
FBXL2	214436_at
FBXL2	214436_at
FBXL2	214436_at
FBXL2	214436_at
FBXL2	214436_at
TSPAN12	219274_at
TSPAN12	230625_s_at
TSPAN12	219274_at
TSPAN12	219274_at
TSPAN12	230625_s_at
TSPAN12	230625_s_at
TSPAN12	230625_s_at
TSPAN12	230625_s_at
TSPAN12	230625_s_at
VTI1B	225926_at
VTI1B	209452_s_at
VTI1B	225928_at
VTI1B	209452_s_at
VTI1B	209452_s_at
VTI1B	209452_s_at
RPP40	213427_at
RPP40	213427_at
RPP40	213427_at
RPP40	213427_at
FMO5	215300_s_at
FMO5	215300_s_at
FMO5	215300_s_at
FMO5	205776_at
FMO5	215300_s_at
FMO5	205776_at
FMO5	240422_at
FMO5	215300_s_at
FMO5	1569688_at
FMO5	215300_s_at
PMS2P4	231521_at
ACAT1	1559239_s_at
ACAT1	205412_at
ACAT1	1554947_at
ACAT1	1559239_s_at
ACAT1	205412_at
AKR7A2	214259_s_at
AKR7A2	202139_at
AKR7A2	214259_s_at
AKR7A2	202139_at
AKR7A2	202139_at
AKR7A2	214259_s_at
AKR7A2	202139_at
COX6A1	200925_at
BPIFA2	237099_at
BPIFA2	237099_at
SLITRK4	232636_at
SLITRK4	232636_at
SLITRK4	230680_at
SLITRK4	232636_at
MAPK9	210570_x_at
MAPK9	225781_at
MAPK9	203218_at
MAPK9	210570_x_at
MAPK9	225781_at
MAPK9	203218_at
MAPK9	210570_x_at
MAPK9	225781_at
MAPK9	203218_at
MAPK9	210570_x_at
MAPK9	225781_at
MAPK9	203218_at
MAPK9	210570_x_at
MAPK9	203218_at
MAPK9	210570_x_at
MAPK9	203218_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
PAX6	235795_at
PAX6	205646_s_at
C7orf77	237271_at
MED23	223947_s_at
MED23	223946_at
MED23	242706_s_at
MED23	223947_s_at
MED23	242706_s_at
MED23	218846_at
MED23	223947_s_at
MED23	242706_s_at
MED23	218846_at
MED23	223947_s_at
MED23	242706_s_at
MED23	223947_s_at
MED23	242706_s_at
MED23	218846_at
MED23	242707_at
MED23	242706_s_at
VAV2	205536_at
VAV2	205537_s_at
VAV2	226063_at
VAV2	205536_at
VAV2	205537_s_at
VAV2	226063_at
VAV2	205536_at
VAV2	205537_s_at
VAV2	226063_at
PRAF2	203456_at
PRAF2	203456_at
PRAF2	203456_at
C6orf226	228458_at
FAM181A-AS1	1557211_a_at
ANKRD2	221232_s_at
ANKRD2	221232_s_at
ANKRD2	221232_s_at
ANKRD2	221232_s_at
HMGN2P6	208668_x_at
GPD1L	212510_at
GPD1L	212510_at
EDEM1	231450_at
EDEM1	203279_at
WRAP73	219322_s_at
WRAP73	236381_s_at
WRAP73	219322_s_at
WRAP73	236381_s_at
WRAP73	219322_s_at
WRAP73	236381_s_at
WRAP73	236382_at
WRAP73	236381_s_at
WRAP73	236382_at
WRAP73	236381_s_at
WRAP73	236382_at
SAMD4A	215495_s_at
SAMD4A	212845_at
SAMD4A	215120_s_at
SAMD4A	215495_s_at
SAMD4A	215495_s_at
SAMD4A	215120_s_at
SAMD4A	215495_s_at
SAMD4A	215496_at
SAMD4A	215120_s_at
SAMD4A	215495_s_at
SAMD4A	215120_s_at
SAMD4A	215495_s_at
SAMD4A	212845_at
SAMD4A	215120_s_at
SAMD4A	215495_s_at
SAMD4A	212845_at
SAMD4A	215120_s_at
SAMD4A	215495_s_at
MTATP6P1	1553567_s_at
TUBBP5	222361_at
TUBBP5	222361_at
TUBBP5	222361_at
DAO	206878_at
DAO	206878_at
DAO	206878_at
DAO	206878_at
DAO	206878_at
LOXHD1	241117_at
LOXHD1	241117_at
LOXHD1	241117_at
LOXHD1	241117_at
LOXHD1	241117_at
LOXHD1	241117_at
LOXHD1	241117_at
TRHDE-AS1	1560698_a_at
TRHDE-AS1	1560697_at
TRHDE-AS1	1560698_a_at
TRHDE-AS1	1560697_at
MCM6	201930_at
MCM6	238977_at
QRICH1	209174_s_at
QRICH1	209174_s_at
QRICH1	209174_s_at
QRICH1	209174_s_at
QRICH1	209174_s_at
ADH6	214261_s_at
ADH6	207544_s_at
ADH6	214261_s_at
ADH6	207544_s_at
ADH6	207544_s_at
ADH6	207544_s_at
ADH6	207544_s_at
TSC22D2	210954_s_at
TSC22D2	240557_at
TSC22D2	204094_s_at
TSC22D2	238932_at
TSC22D2	204094_s_at
TSC22D2	204094_s_at
TSC22D2	210954_s_at
TSC22D2	210953_at
TSC22D2	204094_s_at
TSC22D2	210954_s_at
TSC22D2	204094_s_at
MAATS1	1561429_a_at
MAATS1	1561430_s_at
MAATS1	1556487_a_at
MAATS1	1561429_a_at
MAATS1	1561430_s_at
MAATS1	1554528_at
MAATS1	236222_at
MAATS1	1554147_s_at
MAATS1	1555719_a_at
MAATS1	1556487_a_at
MAATS1	1561429_a_at
MAATS1	1561430_s_at
MAATS1	1554528_at
MAATS1	236222_at
MAATS1	1554147_s_at
MAATS1	1555719_a_at
MAATS1	1556487_a_at
MAATS1	1556488_s_at
MAATS1	1556487_a_at
MAATS1	1561429_a_at
MAATS1	1561430_s_at
MAATS1	1554528_at
MAATS1	1554147_s_at
MAATS1	1555719_a_at
MAATS1	1556487_a_at
MAATS1	1556487_a_at
MAATS1	1561429_a_at
MAATS1	1561430_s_at
MAATS1	1554528_at
MAATS1	1554147_s_at
MAATS1	1555719_a_at
MAATS1	1561429_a_at
MAATS1	1561430_s_at
MAATS1	1556487_a_at
MAATS1	1556487_a_at
MAATS1	1561430_s_at
MAATS1	1554528_at
MAATS1	1554147_s_at
MAATS1	1555719_a_at
MAATS1	1554528_at
MAATS1	1554147_s_at
MAATS1	1554528_at
MAATS1	236222_at
MAATS1	1554147_s_at
MAATS1	1554528_at
MAATS1	1554147_s_at
MAATS1	1554528_at
MAATS1	1554147_s_at
KRT32	207146_at
GPR78	211062_s_at
GPR78	1553063_at
GPR78	1553063_at
GPR78	1553063_at
GPR78	211062_s_at
TYSND1	238802_at
TYSND1	225877_at
TYSND1	238802_at
TYSND1	225877_at
TYSND1	238802_at
TYSND1	225877_at
TYSND1	238802_at
TYSND1	225877_at
TMEM254-AS1	232294_at
TMEM254-AS1	232294_at
TMEM254-AS1	232294_at
LINC00960	1559827_at
LINC00960	1559826_a_at
LINC00960	1559826_a_at
LINC00960	1564175_at
SEMA3E	206941_x_at
CPSF1	33132_at
CPSF1	201639_s_at
CPSF1	33132_at
CPSF1	201639_s_at
CPSF1	33132_at
CPSF1	201639_s_at
CPSF1	201638_s_at
CPSF1	33132_at
CPSF1	201639_s_at
CPSF1	33132_at
CPSF1	201639_s_at
CPSF1	33132_at
CPSF1	201639_s_at
CPSF1	201638_s_at
CPSF1	201638_s_at
CPSF1	33132_at
CPSF1	201639_s_at
CPSF1	201638_s_at
CPSF1	33132_at
CPSF1	201639_s_at
SYTL5	1553033_at
SYTL5	242093_at
SYTL5	1553033_at
SYTL5	242093_at
CROCC	216419_at
CROCC	206274_s_at
CROCC	216419_at
C17orf89	225967_s_at
C17orf89	225966_at
C17orf89	225967_s_at
C17orf89	225966_at
C17orf89	225967_s_at
C17orf89	225966_at
C17orf89	225967_s_at
C17orf89	225967_s_at
RECQL5	221686_s_at
RECQL5	221686_s_at
RECQL5	221686_s_at
RECQL5	34063_at
RECQL5	221686_s_at
RECQL5	34063_at
RECQL5	34063_at
RECQL5	211468_s_at
RECQL5	34063_at
RECQL5	211468_s_at
RECQL5	34063_at
RECQL5	210309_at
RECQL5	211468_s_at
RECQL5	34063_at
RECQL5	211468_s_at
RECQL5	34063_at
JHDM1D-AS1	232579_at
ZNF717	229986_at
EML1	204797_s_at
EML1	204796_at
EML1	204797_s_at
EML1	204796_at
CIB1	201953_at
CIB1	201953_at
PLAA	235394_at
PLAA	209533_s_at
PLAA	209532_at
PLAA	209533_s_at
TMC5	240304_s_at
TMC5	240304_s_at
TMC5	222904_s_at
TMC5	240304_s_at
TMC5	236983_at
TMC5	219580_s_at
TMC5	240304_s_at
TMC5	240303_at
TMC5	219580_s_at
TMC5	222904_s_at
TMC5	219580_s_at
TMC5	222904_s_at
TMC5	222904_s_at
TMC5	222904_s_at
TMC5	219580_s_at
TMC5	222904_s_at
TMC5	240304_s_at
TMC5	236983_at
TMC5	219580_s_at
TMC5	222904_s_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	210547_x_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	210547_x_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	210547_x_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	210547_x_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	210547_x_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	210547_x_at
ICA1	207949_s_at
ICA1	211740_at
ICA1	230639_at
ICA1	211740_at
ICA1	230639_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	230639_at
ICA1	210547_x_at
ICA1	204002_s_at
ICA1	207949_s_at
ICA1	210547_x_at
C16orf59	219556_at
C16orf59	219556_at
C16orf59	219556_at
C16orf59	219556_at
C16orf59	219556_at
C16orf59	219556_at
C16orf59	219556_at
MRPL50	225580_at
MRPL50	243219_x_at
MRPL50	225581_s_at
ENSAP2	221487_s_at
ENSAP2	228851_s_at
RCVRN	206203_at
RCVRN	206203_at
CENPN	219555_s_at
CENPN	222118_at
CENPN	219555_s_at
CENPN	219555_s_at
CENPN	222118_at
CENPN	219555_s_at
CENPN	234811_at
CENPN	219555_s_at
CENPN	219555_s_at
CENPN	222118_at
CENPN	219555_s_at
C9orf64	235940_at
C9orf64	223697_x_at
C9orf64	235940_at
C9orf64	223697_x_at
F11R	223000_s_at
F11R	221664_s_at
F11R	224097_s_at
F11R	222354_at
F11R	221664_s_at
F11R	223000_s_at
F11R	221664_s_at
F11R	224097_s_at
F11R	222354_at
TP73-AS1	213339_at
TP73-AS1	213340_s_at
TP73-AS1	1569502_s_at
TP73-AS1	213339_at
TP73-AS1	213340_s_at
TP73-AS1	1569502_s_at
TP73-AS1	213339_at
TP73-AS1	213339_at
TP73-AS1	213340_s_at
TP73-AS1	1569502_s_at
TP73-AS1	213339_at
TP73-AS1	213340_s_at
TP73-AS1	1569502_s_at
TP73-AS1	213340_s_at
TP73-AS1	1569502_s_at
TP73-AS1	1569502_s_at
TP73-AS1	1569502_s_at
TP73-AS1	1569502_s_at
ASMTL	36554_at
ASMTL	209394_at
ASMTL	36553_at
ASMTL	36554_at
ASMTL	209394_at
ASMTL	36553_at
ASMTL	36554_at
ASMTL	209394_at
ASMTL	36553_at
MT1X	208581_x_at
MT1X	204326_x_at
MT1X	208581_x_at
MT1X	204326_x_at
MT1X	208581_x_at
MT1X	204326_x_at
EPHA5	215664_s_at
EPHA5	237939_at
EPHA5	215664_s_at
EPHA5	215664_s_at
EPHA5	215664_s_at
EPHA5	215664_s_at
EPHA5	237939_at
EPHA5	215664_s_at
EPHA5	237939_at
BMI1	202265_at
RPL7P32	200717_x_at
RRM2B	223342_at
RRM2B	223342_at
AIMP2	202138_x_at
AIMP2	209971_x_at
AIMP2	202138_x_at
AIMP2	209972_s_at
AIMP2	209971_x_at
AIMP2	202138_x_at
AIMP2	209972_s_at
AIMP2	209971_x_at
ANKRD35	231118_at
ANKRD35	231118_at
NME7	227556_at
NME7	227556_at
NME7	219553_at
NME7	227556_at
NME7	219553_at
NME7	227556_at
NME7	219553_at
NME7	227556_at
NME7	219553_at
NME7	219553_at
ATOX1	203454_s_at
ATOX1	203454_s_at
ATOX1	203454_s_at
ATOX1	203454_s_at
ATOX1	203454_s_at
ATOX1	203454_s_at
ATOX1	203454_s_at
GCC1	243306_s_at
GCC1	218912_at
RORA-AS1	240163_at
RORA-AS1	240163_at
RORA-AS1	1562682_at
RORA-AS1	240163_at
SPPL2A	226353_at
SPPL2A	227682_at
SPPL2A	228478_at
SPPL2A	226353_at
LINC00894	232241_at
LINC00894	1559136_s_at
LINC00894	1569315_s_at
LINC00894	1559136_s_at
LINC00894	1559136_s_at
LINC00894	1562839_at
LINC00894	1559136_s_at
LINC00894	1562839_at
LINC00894	215057_at
LINC00894	1569315_s_at
OSBP	201800_s_at
OSBP	201799_s_at
A4GALT	219488_at
A4GALT	219488_at
A4GALT	219488_at
ZFAND5	217741_s_at
ZFAND5	210275_s_at
ZFAND5	217741_s_at
ZFAND5	210275_s_at
ZFAND5	217741_s_at
ZFAND5	210275_s_at
ZFAND5	217741_s_at
ZFAND5	210275_s_at
ZFAND5	217741_s_at
ZFAND5	217741_s_at
ZFAND5	217741_s_at
ZFAND5	244787_at
ZFAND5	210275_s_at
SRSF9	200044_at
SRSF9	201698_s_at
SRSF9	201698_s_at
SRSF9	200044_at
SRSF9	201698_s_at
SRSF9	200044_at
SRSF9	201698_s_at
BMS1P1	242393_x_at
BMS1P1	239151_at
BMS1P1	238924_at
BMS1P1	243937_x_at
LINC01128	236564_at
LINC01128	231942_at
LINC01128	1557055_s_at
LINC01128	227201_at
LINC01128	235497_at
LINC01128	237011_at
LINC01128	1557055_s_at
LINC01128	1557055_s_at
LINC01128	237011_at
NFIA-AS2	1556510_at
NFIA-AS2	1556511_a_at
NFIA-AS2	1556510_at
NFIA-AS2	1556511_a_at
NFIA-AS2	231364_at
PIAS1	217863_at
PIAS1	242278_at
PIAS1	216143_at
PIAS1	217862_at
PIAS1	217864_s_at
PIAS1	217864_s_at
PIAS1	217863_at
PIAS1	217864_s_at
PIAS1	242278_at
KLHDC8B	225755_at
KLHDC8B	225755_at
KLHDC8B	225755_at
KLHDC8B	225755_at
C9orf69	224962_at
C9orf69	224962_at
ZPBP	207021_at
ZPBP	207021_at
C20orf194	225825_at
C20orf194	226607_at
C20orf194	231948_s_at
TNNI2	206393_at
TNNI2	206393_at
TNNI2	206393_at
TNNI2	206393_at
TNNI2	206393_at
TNNI2	206393_at
YIPF4	242818_x_at
YIPF4	235220_at
YIPF4	209551_at
YIPF4	209551_at
TSEN54	1558304_s_at
TSEN54	225879_at
TSEN54	1558304_s_at
TSEN54	225879_at
TSEN54	1558304_s_at
TSEN54	225879_at
TSEN54	241402_at
TSEN54	1558304_s_at
TSEN54	225879_at
TRGV3	217381_s_at
TRGV3	216298_at
SYPL1	201260_s_at
SYPL1	201259_s_at
SYPL1	201260_s_at
SYPL1	201259_s_at
SYPL1	201260_s_at
SYPL1	201259_s_at
SYPL1	201260_s_at
SYPL1	201259_s_at
SYPL1	201259_s_at
SYPL1	201260_s_at
SYPL1	201259_s_at
IGHV5-51	215721_at
NXPE4	220645_at
NXPE4	220645_at
UBE2J1	217825_s_at
UBE2J1	222435_s_at
UBE2J1	217826_s_at
UBE2J1	217824_at
UBE2J1	217823_s_at
FHP1	216349_at
VN1R108P	233295_at
ASCL3	221161_at
LDHAL6CP	1562351_at
SPG20-AS1	232605_s_at
SPG20-AS1	232605_s_at
SPG20-AS1	232605_s_at
NDUFA12	223244_s_at
NDUFA12	223244_s_at
NDUFA12	223244_s_at
NDUFA12	223244_s_at
NDUFA12	223244_s_at
NDUFA12	223244_s_at
VPS53	229653_at
VPS53	1557112_a_at
VPS53	227229_at
VPS53	221707_s_at
VPS53	235882_at
VPS53	235710_at
VPS53	1557112_a_at
VPS53	221707_s_at
VPS53	235710_at
VPS53	235710_at
VPS53	235710_at
VPS53	219794_at
VPS53	221707_s_at
VPS53	219794_at
VPS53	221707_s_at
VPS53	219794_at
VPS53	221707_s_at
VPS53	219794_at
VPS53	221707_s_at
VPS53	219794_at
VPS53	221707_s_at
VPS53	1559108_at
VPS53	1559109_a_at
VPS53	1559108_at
VPS53	1559109_a_at
GATC	214711_at
GATC	225430_at
GATC	214711_at
GATC	214711_at
TAL1	216925_s_at
TAL1	1561651_s_at
TAL1	206283_s_at
TAL1	216925_s_at
TAL1	1561651_s_at
TAL1	206283_s_at
TAL1	216925_s_at
TAL1	1561651_s_at
TAL1	1561651_s_at
TAL1	1561651_s_at
TRIM42	1553620_at
ST6GALNAC3	235334_at
ST6GALNAC3	1560087_a_at
ST6GALNAC3	1560086_at
ATP2C1	212255_s_at
ATP2C1	211137_s_at
ATP2C1	209934_s_at
ATP2C1	209935_at
ATP2C1	209934_s_at
ATP2C1	209935_at
ATP2C1	212255_s_at
ATP2C1	211137_s_at
ATP2C1	212255_s_at
ATP2C1	211137_s_at
ATP2C1	212255_s_at
ATP2C1	211137_s_at
ATP2C1	209934_s_at
ATP2C1	209935_at
ATP2C1	209934_s_at
ATP2C1	209935_at
ATP2C1	212255_s_at
ATP2C1	211137_s_at
ATP2C1	209934_s_at
ATP2C1	209935_at
ATP2C1	209934_s_at
ATP2C1	209935_at
ATP2C1	209934_s_at
ATP2C1	209935_at
ATP2C1	212255_s_at
ATP2C1	211137_s_at
ATP2C1	212255_s_at
ATP2C1	209934_s_at
ATP2C1	209935_at
CNPY3	217931_at
CNPY3	1552977_a_at
CNPY3	217931_at
CNPY3	1552977_a_at
PPIB	200968_s_at
PPIB	200967_at
PPIB	200968_s_at
PPIB	200967_at
IL12RB2	206999_at
IL12RB2	206999_at
IL12RB2	206999_at
IL12RB2	206999_at
IL12RB2	206999_at
OASL	210797_s_at
OASL	205660_at
OASL	210797_s_at
OASL	205660_at
OASL	210797_s_at
OASL	205660_at
ELOF1	225156_at
ELOF1	225156_at
ELOF1	225156_at
RORA	236266_at
RORA	240951_at
RORA	210479_s_at
RORA	226682_at
RORA	210426_x_at
RORA	235567_at
RORA	210479_s_at
RORA	210426_x_at
RORA	210479_s_at
RORA	210426_x_at
RORA	210479_s_at
RORA	210426_x_at
SLC16A3	202855_s_at
SLC16A3	202856_s_at
SLC16A3	217691_x_at
SLC16A3	217691_x_at
SLC16A3	202855_s_at
SLC16A3	202856_s_at
SLC16A3	217691_x_at
SLC16A3	202855_s_at
SLC16A3	202856_s_at
SLC16A3	217691_x_at
