HGNC.symbol	PROBEID
MAPK1IP1L	212644_s_at
MAPK1IP1L	212643_at
MAPK1IP1L	225643_at
MAPK1IP1L	212497_at
MAPK1IP1L	212497_at
MAPK1IP1L	212644_s_at
MAPK1IP1L	212497_at
MAPK1IP1L	212644_s_at
MAPK1IP1L	212643_at
FCRL1	243968_x_at
FCRL1	235982_at
FCRL1	243968_x_at
FCRL1	235982_at
FCRL1	243968_x_at
FCRL1	235982_at
FCRL1	243968_x_at
FCRL1	235982_at
FCRL1	243968_x_at
FCRL1	235982_at
FCRL1	243968_x_at
FCRL1	235982_at
PRADC1	223312_at
PRADC1	223312_at
LINC00305	1553934_at
LINC00305	1553934_at
HIST1H4E	206951_at
TULP1	206705_at
TULP1	206705_at
TULP1	206705_at
ITGA1	214660_at
ITGA1	1560359_at
ITGA1	226731_at
ITGA1	214660_at
ITGA1	226731_at
C10orf90	1556200_a_at
C10orf90	1562657_a_at
C10orf90	1556200_a_at
C10orf90	1556200_a_at
C10orf90	1562657_a_at
C10orf90	1564198_a_at
C10orf90	1556200_a_at
C10orf90	1562657_a_at
C10orf90	1564198_a_at
C10orf90	1562657_a_at
C10orf90	1562657_a_at
C10orf90	1562657_a_at
C10orf90	1556200_a_at
C10orf90	1562657_a_at
C10orf90	1564198_a_at
LINC00029	231760_at
LINC00029	231760_at
LINC00029	231760_at
SQSTM1	239004_at
SQSTM1	235530_at
SQSTM1	239004_at
SQSTM1	242568_s_at
SQSTM1	235530_at
SQSTM1	239004_at
SQSTM1	242568_s_at
SQSTM1	213112_s_at
SQSTM1	201471_s_at
SQSTM1	213112_s_at
SQSTM1	201471_s_at
SQSTM1	213112_s_at
SQSTM1	201471_s_at
SQSTM1	244804_at
TMEM25	226647_at
TMEM25	238514_at
TMEM25	238514_at
TMEM25	226647_at
TMEM25	226647_at
TMEM25	226647_at
TMEM25	226647_at
TMEM25	226647_at
TMEM25	226647_at
TMEM25	226647_at
HAR1A	1557098_s_at
ANXA10	210143_at
ANXA10	210143_at
BRWD3	244738_at
BRWD3	235156_at
BRWD3	1553252_a_at
BRWD3	1553252_a_at
MOXD1	209708_at
MOXD1	1554474_a_at
MOXD1	209708_at
MOXD1	1554474_a_at
MOXD1	243697_at
ADGB	220614_s_at
ADGB	220614_s_at
ADGB	220614_s_at
ADGB	220614_s_at
ADGB	220614_s_at
CD300LG	1555656_at
CD300LG	1555656_at
CD300LG	244244_at
CD300LG	1555636_at
CD300LG	1555656_at
CD300LG	1555656_at
CD300LG	1552509_a_at
DDX11L9	223777_at
DDX11L9	223777_at
DDX11L9	223777_at
KRT77	237120_at
KRT77	237120_at
ABLIM1	200965_s_at
ABLIM1	210461_s_at
ABLIM1	200965_s_at
ABLIM1	210461_s_at
ABLIM1	210461_s_at
ABLIM1	210461_s_at
ABLIM1	200965_s_at
ABLIM1	210461_s_at
ABLIM1	200965_s_at
ABLIM1	210461_s_at
ABLIM1	210461_s_at
SPTSSB	238702_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
COL13A1	211343_s_at
COL13A1	211809_x_at
COL13A1	211343_s_at
SMYD2	212922_s_at
SMYD2	212922_s_at
SMYD2	212922_s_at
SMYD2	212922_s_at
SMYD2	212922_s_at
FAM168B	212017_at
FAM168B	229946_at
FAM168B	229946_at
CYP51A1-AS1	233942_at
TRUB2	232218_at
TRUB2	223109_at
TRUB2	223109_at
TRUB2	223109_at
NDUFA8	218160_at
RPL12P4	200088_x_at
RPL12P4	200809_x_at
SPATA31A5	215935_at
SLC25A17	214210_at
SLC25A17	211754_s_at
SLC25A17	214210_at
SLC25A17	211754_s_at
SLC25A17	214210_at
SLC25A17	211754_s_at
SLC25A17	214210_at
SLC25A17	211754_s_at
SLC25A17	214210_at
SLC25A17	211754_s_at
SLC25A17	211754_s_at
SLC25A17	214210_at
SLC25A17	211754_s_at
INF2	218144_s_at
INF2	222535_at
INF2	222534_s_at
INF2	224469_s_at
INF2	218144_s_at
INF2	222535_at
INF2	222534_s_at
INF2	218144_s_at
INF2	222535_at
INF2	222534_s_at
INF2	222534_s_at
INF2	218144_s_at
INF2	218144_s_at
INF2	222535_at
INF2	222534_s_at
COQ6	218760_at
COQ6	218760_at
COQ6	218760_at
COQ6	218760_at
COQ6	218760_at
COQ6	218760_at
COQ6	218760_at
COQ6	218760_at
LINC00917	234925_at
LINC00917	234925_at
LINC00917	234925_at
NUAK2	220987_s_at
KRBOX1	228721_at
KRBOX1	228721_at
KRBOX1	228721_at
KRBOX1	228721_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	202279_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	202279_at
C14orf2	210532_s_at
C14orf2	210532_s_at
TTI1	212898_at
TTI1	212898_at
TTI1	212898_at
FGD2	215602_at
FGD2	1553906_s_at
FGD2	1559091_s_at
FGD2	1553906_s_at
FGD2	1559091_s_at
FGD2	1565754_x_at
FGD2	1565752_at
FGD2	1565754_x_at
FGD2	1565752_at
FGD2	1553906_s_at
FGD2	1559091_s_at
FGD2	242632_at
FGD2	1553906_s_at
FGD2	1559091_s_at
FGD2	242632_at
FGD2	1553906_s_at
FGD2	1559091_s_at
FGD2	242632_at
FGD2	1553906_s_at
FGD2	1559091_s_at
ATF4P4	1566253_at
PPP3CB-AS1	235772_at
PPP3CB-AS1	238522_at
PPP3CB-AS1	238522_at
PPP3CB-AS1	238522_at
PPP3CB-AS1	238522_at
MAGEB3	207579_at
MAGEB3	207579_at
RAB33B	221014_s_at
COX8C	231487_at
LUM	229554_at
LUM	201744_s_at
LUM	229554_at
LUM	201744_s_at
LUM	201744_s_at
INTS12	218616_at
INTS12	218616_at
INTS12	218616_at
INTS12	218616_at
INTS12	218616_at
ELAC2	201767_s_at
ELAC2	201767_s_at
ELAC2	201767_s_at
ELAC2	201767_s_at
ELAC2	201767_s_at
ELAC2	201767_s_at
ELAC2	201767_s_at
ELAC2	201767_s_at
RBM22	218134_s_at
RBM22	224068_x_at
RBM22	222527_s_at
RBM22	218134_s_at
RBM22	224068_x_at
RBM22	222527_s_at
RBM22	218134_s_at
RBM22	224068_x_at
RBM22	222527_s_at
RBM22	222527_s_at
IGLV7-43	1558176_at
FGF19	223761_at
PCDHAC2	223435_s_at
PCDHAC2	224539_s_at
PCDHAC2	210674_s_at
PCDHAC2	224212_s_at
PCDHAC2	224539_s_at
PCDHAC2	224212_s_at
PCDHAC2	224212_s_at
KCNS3	205968_at
KCNS3	205968_at
PSMB4	202244_at
PSMB4	202243_s_at
PSMB4	202244_at
PSMB4	202243_s_at
PSMB4	202244_at
PSMB4	202243_s_at
PSMB4	202244_at
PSMB4	202243_s_at
PSMB4	202244_at
PSMB4	202243_s_at
PSMB4	202244_at
PSMB4	202243_s_at
PSMB4	202244_at
EXOC4	240528_s_at
EXOC4	240528_s_at
EXOC4	224926_at
EXOC4	240528_s_at
EXOC4	240528_s_at
EXOC4	235974_at
EXOC4	240528_s_at
EXOC4	240528_s_at
EXOC4	224926_at
PAX4	207867_at
PAX4	211176_s_at
PAX4	207867_at
PAX4	211176_s_at
PAX4	207867_at
PAX4	211176_s_at
PAX4	207867_at
PAX4	211176_s_at
PAX4	211176_s_at
PAX4	211176_s_at
PAX4	211176_s_at
DCUN1D1	238879_at
DCUN1D1	222678_s_at
DCUN1D1	237408_at
DCUN1D1	218583_s_at
DCUN1D1	222679_s_at
DCUN1D1	243396_at
DCUN1D1	240781_x_at
DCUN1D1	222678_s_at
DCUN1D1	222678_s_at
DCUN1D1	222678_s_at
DCUN1D1	222678_s_at
DCUN1D1	222678_s_at
DCUN1D1	222678_s_at
DCUN1D1	238879_at
DCUN1D1	222678_s_at
DCUN1D1	218583_s_at
DCUN1D1	222679_s_at
JOSD2	227096_at
JOSD2	227096_at
JOSD2	227096_at
JOSD2	227096_at
JOSD2	227096_at
LRP10	227252_at
LRP10	231861_at
LRP10	201412_at
LRP10	227252_at
LRP10	231861_at
TRPV2	219282_s_at
TRPV2	222855_s_at
TRPV2	222855_s_at
TRPV2	219282_s_at
TRPV2	219282_s_at
TRPV2	219282_s_at
FH	203033_x_at
FH	214170_x_at
FH	203032_s_at
FH	203032_s_at
C15orf38-AP3S2	202399_s_at
C15orf38-AP3S2	202398_at
LINC01297	243762_at
RPL35	200002_at
RPL35	200002_at
RPL35	200002_at
RPL35	200002_at
RPL35	200002_at
RPL35	200002_at
PIK3CD	203879_at
PIK3CD	211230_s_at
PIK3CD	211230_s_at
PIK3CD	203879_at
PIK3CD	211230_s_at
PIK3CD	203879_at
PIK3CD	211230_s_at
PIK3CD	211230_s_at
RHBDD3	204402_at
RHBDD3	204402_at
RHBDD3	204402_at
RHBDD3	204402_at
RHBDD3	217622_at
ITGB1P1	1553530_a_at
ITGB1P1	1553678_a_at
HIST1H3C	208577_at
CDH22	215181_at
CDH22	1569679_at
CDH22	215181_at
SEL1L2	234018_s_at
SEL1L2	234018_s_at
SEL1L2	234018_s_at
SEL1L2	234018_s_at
SEL1L2	234018_s_at
SEL1L2	234018_s_at
SEL1L2	234018_s_at
CYP17A1	205502_at
CYP17A1	205502_at
CYP17A1	1562573_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	1557981_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	217747_s_at
RPS9	214317_x_at
RPS9	217747_s_at
GPR88	220313_at
HSPB3	206375_s_at
LIMA1	222457_s_at
LIMA1	217892_s_at
LIMA1	222457_s_at
LIMA1	217892_s_at
LIMA1	222457_s_at
LIMA1	217892_s_at
LIMA1	222457_s_at
LIMA1	217892_s_at
LIMA1	222456_s_at
LIMA1	222457_s_at
LIMA1	217892_s_at
LIMA1	222456_s_at
LIMA1	222457_s_at
LIMA1	217892_s_at
LIMA1	222457_s_at
LIMA1	222457_s_at
LIMA1	217892_s_at
LIMA1	222456_s_at
LIMA1	222457_s_at
LIMA1	222457_s_at
LIMA1	222456_s_at
LIMA1	222456_s_at
LAT2	221581_s_at
LAT2	221581_s_at
LAT2	211768_at
LAT2	221581_s_at
LAT2	221581_s_at
LAT2	221581_s_at
RPSAP19	213801_x_at
KLK4	224062_x_at
KLK4	1555737_a_at
KLK4	233854_x_at
KLK4	231782_s_at
KLK4	224062_x_at
KLK4	233854_x_at
KLK4	231782_s_at
KLK4	224062_x_at
KLK4	1555737_a_at
KLK4	224062_x_at
KLK4	1555737_a_at
KLK4	224062_x_at
KLK4	1555737_a_at
KLK4	1555697_at
KLK4	233854_x_at
KLK4	231782_s_at
KLK4	224062_x_at
KLK4	1555737_a_at
KLK4	1555737_a_at
KLK4	1555697_at
KLK4	224062_x_at
KLK4	1555737_a_at
KLK4	233854_x_at
KLK4	231782_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	220613_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	220613_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	225496_s_at
SYTL2	225496_s_at
SYTL2	220613_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	220613_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	220613_s_at
SYTL2	220613_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	220613_s_at
SYTL2	232914_s_at
SYTL2	225496_s_at
SYTL2	220613_s_at
ZBTB7B	205853_at
ZBTB7B	235145_at
ZBTB7B	205853_at
ZBTB7B	205853_at
ZBTB7B	235145_at
ZBTB7B	205853_at
ZBTB7B	235145_at
TWF1	214007_s_at
TWF1	201745_at
TWF1	214007_s_at
TWF1	201745_at
TWF1	214007_s_at
TWF1	201745_at
TWF1	214007_s_at
TWF1	214007_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	224913_s_at
TIMM50	217612_at
TIMM50	224913_s_at
TIMM50	217612_at
TIMM50	217612_at
TIMM50	224913_s_at
TMEM161B	227861_at
TMEM161B	236227_at
TMEM161B	227861_at
TMEM161B	236227_at
TMEM161B	238783_at
TMEM161B	244513_at
TMEM161B	227861_at
TMEM161B	236227_at
TMEM161B	227861_at
TMEM161B	236227_at
TMEM161B	227861_at
TMEM161B	236227_at
TMEM161B	236227_at
TMEM161B	227861_at
TMEM161B	236227_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
PLEKHG5	237646_x_at
PLEKHG5	227142_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	233573_s_at
WDR6	233573_s_at
WDR6	233573_s_at
WDR6	233573_s_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	217734_s_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	233573_s_at
WDR6	233573_s_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	217734_s_at
WDR6	233573_s_at
WDR6	217734_s_at
WDR6	217734_s_at
WDR6	233573_s_at
SNHG4	1564907_s_at
SNHG4	1564907_s_at
SNHG4	1564906_at
SNHG4	1564907_s_at
SNHG4	1564911_at
SNHG4	1564907_s_at
SNHG4	1564907_s_at
SNHG4	1564911_at
SNHG4	1565325_at
SNHG4	1564907_s_at
SNHG4	1564906_at
SNHG4	1564907_s_at
SNHG4	1564906_at
SNHG4	1564907_s_at
SNHG4	1564911_at
PRODH2	216696_s_at
PRODH2	216696_s_at
PRODH2	243614_s_at
PRODH2	216696_s_at
PRODH2	243614_s_at
PRODH2	216696_s_at
PRODH2	243614_s_at
GPR52	221313_at
ZNF329	219765_at
ZNF329	219765_at
ZNF329	219765_at
ZNF329	219765_at
MFAP2	203417_at
MFAP2	203417_at
MFAP2	203417_at
MFAP2	203417_at
NORAD	1558028_x_at
NORAD	224597_at
METTL13	212407_at
METTL13	212405_s_at
METTL13	206468_s_at
METTL13	212407_at
METTL13	212405_s_at
METTL13	206468_s_at
METTL13	212407_at
METTL13	212405_s_at
METTL13	206468_s_at
METTL13	212407_at
METTL13	212405_s_at
METTL13	206468_s_at
RGS17	220334_at
RGS17	220334_at
SEPHS2	200961_at
BARX1	219845_at
BARX1	219845_at
IRX1	230472_at
ZNF287	220055_at
ZNF287	220055_at
HPRT1	202854_at
CD99P1	232172_at
CD99P1	232172_at
HOXB-AS1	237189_at
HOXB-AS1	244512_at
HOXB-AS1	244512_at
HOXB-AS1	244512_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
BCS1L	207618_s_at
COL26A1	233894_x_at
COL26A1	229080_at
COL26A1	233894_x_at
COL26A1	229080_at
COL26A1	233894_x_at
PDXP	223290_at
PDXP	223290_at
SEMA6D	226492_at
SEMA6D	233882_s_at
SEMA6D	233801_s_at
SEMA6D	233801_s_at
SEMA6D	226492_at
SEMA6D	233882_s_at
SEMA6D	233801_s_at
SEMA6D	220574_at
SEMA6D	226492_at
SEMA6D	233882_s_at
SEMA6D	233801_s_at
SEMA6D	226492_at
SEMA6D	233882_s_at
SEMA6D	233801_s_at
SEMA6D	226492_at
SEMA6D	233882_s_at
SEMA6D	233801_s_at
SEMA6D	226492_at
SEMA6D	233882_s_at
SEMA6D	233801_s_at
SEMA6D	226492_at
SEMA6D	233882_s_at
SEMA6D	233801_s_at
ANKS1A	212747_at
CYP21A1P	214622_at
CYP21A1P	214622_at
ESPNL	1557002_x_at
ESPNL	1557000_at
ESPNL	1557002_x_at
ESPNL	1557000_at
ESPNL	1557002_x_at
ESPNL	1557000_at
ESPNL	1557002_x_at
ESPNL	1557000_at
ESPNL	1557002_x_at
ESPNL	1557000_at
RAB15	221810_at
RAB15	59697_at
RAB15	221810_at
RAB15	59697_at
RAB15	221810_at
RAB15	59697_at
CGB8	205387_s_at
HP1BP3	220633_s_at
HP1BP3	224592_x_at
HP1BP3	224591_at
HP1BP3	220633_s_at
HP1BP3	224592_x_at
HP1BP3	224591_at
HP1BP3	220633_s_at
HP1BP3	224591_at
HP1BP3	220633_s_at
DCUN1D4	212851_at
DCUN1D4	212853_at
DCUN1D4	212855_at
DCUN1D4	212851_at
DCUN1D4	242096_at
DCUN1D4	212853_at
DCUN1D4	212855_at
DCUN1D4	212851_at
DCUN1D4	212853_at
DCUN1D4	212851_at
DCUN1D4	212853_at
DCUN1D4	212855_at
DCUN1D4	212851_at
DCUN1D4	212853_at
DCUN1D4	212853_at
DCUN1D4	212853_at
DCUN1D4	212853_at
DCUN1D4	212853_at
DCUN1D4	212851_at
DCUN1D4	212853_at
DCUN1D4	212853_at
DCUN1D4	212855_at
DCUN1D4	212851_at
DCUN1D4	212853_at
ZNF564	1553957_at
LACTB2	222714_s_at
LACTB2	218701_at
LACTB2	222714_s_at
LACTB2	222714_s_at
LACTB2	222714_s_at
MYSM1	238644_at
MYSM1	225760_at
MYSM1	238644_at
MYSM1	225760_at
MYSM1	238644_at
MYSM1	225760_at
FAM99B	240441_at
RAB9B	222918_at
HOXB3	228904_at
HOXB3	208414_s_at
HOXB3	228904_at
HOXB3	208414_s_at
HOXB3	208414_s_at
HOXB3	208414_s_at
HOXB3	208414_s_at
HOXB3	208414_s_at
HOXB3	208414_s_at
HOXB3	208414_s_at
HOXB3	208414_s_at
HOXB3	231767_at
HSPBP1	202415_s_at
HSPBP1	202415_s_at
HSPBP1	202415_s_at
HSPBP1	202415_s_at
COL8A2	221900_at
COL8A2	52651_at
COL8A2	221900_at
COL8A2	52651_at
IL5RA	207902_at
IL5RA	211517_s_at
IL5RA	210744_s_at
IL5RA	207902_at
IL5RA	211517_s_at
IL5RA	210744_s_at
IL5RA	207902_at
IL5RA	211517_s_at
IL5RA	210744_s_at
IL5RA	211517_s_at
IL5RA	210744_s_at
IL5RA	211517_s_at
IL5RA	210744_s_at
IL5RA	211516_at
IL5RA	211517_s_at
IL5RA	210744_s_at
IL5RA	211516_at
IL5RA	211517_s_at
IL5RA	210744_s_at
IL5RA	207902_at
DNAH1	1558769_s_at
DNAH1	1558768_at
DNAH1	239059_at
DNAH1	228111_s_at
DNAH1	232005_at
DNAH1	1558769_s_at
DNAH1	1558768_at
DNAH1	239059_at
DNAH1	228111_s_at
DNAH1	232005_at
DNAH1	228111_s_at
DNAH1	232005_at
DNAH1	228111_s_at
DNAH1	232005_at
LENG1	232018_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	211891_s_at
ARHGEF4	211891_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
ARHGEF4	211891_s_at
ARHGEF4	205109_s_at
CCSAP	1553697_at
CCSAP	1553698_a_at
CCSAP	225904_at
CCSAP	1553697_at
CCSAP	1553698_a_at
CCSAP	225904_at
CCSAP	1553697_at
CCSAP	1553698_a_at
CCSAP	1553697_at
CCSAP	1553698_a_at
CCSAP	225904_at
CXCL10	204533_at
TRMT61A	52741_at
TRMT61A	1554317_s_at
TRMT61A	221907_at
TRMT61A	52741_at
TRMT61A	1554317_s_at
TRMT61A	221907_at
KIAA0895L	1558041_a_at
KIAA0895L	1558041_a_at
KIAA0895L	1558041_a_at
KIAA0895L	1558041_a_at
KIAA0895L	1559272_at
KIAA0895L	1558041_a_at
KIAA0895L	1559272_at
KIAA0895L	1558041_a_at
KIAA0895L	1559272_at
KIAA0895L	1558041_a_at
DNAH5	232381_s_at
DNAH5	243938_x_at
DNAH5	243938_x_at
SEC23B	201582_at
SEC23B	210293_s_at
SEC23B	201583_s_at
SEC23B	201582_at
SEC23B	210293_s_at
SEC23B	201583_s_at
SEC23B	201582_at
SEC23B	210293_s_at
SEC23B	201583_s_at
SEC23B	201582_at
SEC23B	210293_s_at
SEC23B	201583_s_at
SEC23B	201582_at
SEC23B	210293_s_at
SEC23B	201583_s_at
RNF186	219739_at
GNL3L	205010_at
GNL3L	205010_at
PXMP4	219428_s_at
PXMP4	224210_s_at
PXMP4	238746_at
PXMP4	219428_s_at
PXMP4	224210_s_at
PXMP4	219428_s_at
PXMP4	224210_s_at
ILKAP	221548_s_at
ILKAP	221548_s_at
ILKAP	221548_s_at
ILKAP	221548_s_at
ILKAP	221548_s_at
ILKAP	221548_s_at
ILKAP	221548_s_at
CPE	201117_s_at
CPE	201116_s_at
FAM219B	224798_s_at
FAM219B	224805_s_at
FAM219B	224804_s_at
FAM219B	224798_s_at
FAM219B	224804_s_at
FAM219B	224798_s_at
FAM219B	224805_s_at
FAM219B	224804_s_at
FAM219B	224798_s_at
FAM219B	224805_s_at
FAM219B	224804_s_at
FAM219B	224798_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
FAM219B	224798_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
FAM219B	224805_s_at
SOBP	229034_at
SOBP	218974_at
SOBP	244279_at
SOBP	1569351_at
SOBP	234098_at
OAS2	204972_at
OAS2	204972_at
OAS2	228607_at
OAS2	204972_at
UVRAG	203241_at
UVRAG	203241_at
UVRAG	203241_at
TNF	207113_s_at
MOB3C	227066_at
MOB3C	243052_at
MOB3C	227066_at
MOB3C	243052_at
MOB3C	243052_at
MOB3C	227066_at
MOB3C	243052_at
CFAP46	220539_at
CFAP46	1552964_at
CFAP46	1555573_at
BBS10	219487_at
TUBAP2	211072_x_at
TUBAP2	211058_x_at
SLC25A45	236436_at
SLC25A45	236436_at
SLC25A45	236436_at
SLC25A45	236436_at
SLC25A45	236436_at
SLC25A45	236436_at
SLC25A45	236436_at
ATP5I	209492_x_at
ATP5I	209492_x_at
ATP5I	209492_x_at
ATP5I	209492_x_at
ATP5I	209492_x_at
DIRC1	1552674_at
RRP7A	33307_at
RRP7A	202937_x_at
RRP7A	229564_at
RRP7A	214828_s_at
PRPF38A	1553709_a_at
PRPF38A	223230_at
PRPF38A	235612_at
PRPF38A	1553709_a_at
PRPF38A	223230_at
CGA	204637_at
CGA	204637_at
CGA	204637_at
CGA	204637_at
CGA	204637_at
PRKCH	230124_at
PRKCH	218764_at
PRKCH	206099_at
PRKCH	218764_at
PRKCH	206099_at
PRKCH	218764_at
PRKCH	206099_at
PRKCH	206099_at
PRKCH	206099_at
PRKCH	218764_at
PRKCH	206099_at
PRKCH	206099_at
PRKCH	218764_at
PRKCH	206099_at
TMEFF2	233910_at
TMEFF2	223557_s_at
TMEFF2	223557_s_at
INO80	229356_x_at
INO80	225357_s_at
INO80	229356_x_at
INO80	225357_s_at
INO80	229356_x_at
INO80	225357_s_at
INO80	225357_s_at
INO80	229356_x_at
INO80	225357_s_at
INO80	225357_s_at
CASKIN1	1552689_at
CASKIN1	1569737_a_at
CASKIN1	1569737_a_at
CCDC68	220180_at
CCDC68	220180_at
TMEM99	226565_at
TMEM99	226565_at
TMEM99	226565_at
GABPB1-AS1	227406_at
GABPB1-AS1	227406_at
GABPB1-AS1	235172_at
GABPB1-AS1	231979_at
GABPB1-AS1	1568983_a_at
GABPB1-AS1	235274_at
GABPB1-AS1	227406_at
GABPB1-AS1	227406_at
GABPB1-AS1	1568983_a_at
ZNF720	238510_at
ZNF720	238510_at
ZNF720	238510_at
ZNF720	242091_at
ZNF720	242091_at
ZNF720	238510_at
PCDHB12	221408_x_at
PCDHB12	221408_x_at
PCDHB12	221408_x_at
CD55	201926_s_at
CD55	201925_s_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	201925_s_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	201925_s_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	201925_s_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	201925_s_at
CD55	1555950_a_at
CD55	1556107_at
CD55	201926_s_at
CD55	1555950_a_at
CD55	1555950_a_at
CD55	201926_s_at
CD55	201925_s_at
CD55	1555950_a_at
LY6G6E	221338_at
LY6G6E	221338_at
LY6G6E	221338_at
RANBP6	213019_at
OR2H2	208573_s_at
OR2H2	217081_at
GRM7	241049_at
GRM7	217008_s_at
GRM7	207548_at
GRM7	217008_s_at
GRM7	207548_at
GRM7	217008_s_at
GRM7	241049_at
GRM7	217008_s_at
GRM7	241049_at
GRM7	217008_s_at
GRM7	241049_at
GRM7	217008_s_at
GRM7	217008_s_at
GRM7	241049_at
GRM7	217008_s_at
GLTSCR1	219445_at
GLTSCR1	219445_at
GLTSCR1	219445_at
NLRC4	1552554_a_at
NLRC4	1552553_a_at
NLRC4	1552554_a_at
NLRC4	1552553_a_at
NLRC4	1552554_a_at
NLRC4	1552553_a_at
NLRC4	1552554_a_at
NLRC4	1552553_a_at
ZNF286A	220250_at
ZNF286A	1557684_at
ZNF286A	220250_at
ZNF286A	227077_at
ZNF286A	1557684_at
ZNF286A	220250_at
ZNF286A	227077_at
ZNF286A	239898_x_at
ZNF286A	227077_at
ZNF286A	1557684_at
